Filename,Actual_Class_ID,Actual_Class_Name,Predicted_Label,Predicted_Class_Name,Match
CID21_SID05_VID06.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID17_SID09_VID06.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID12_SID10_VID01.avi,11,MoveForwardWhileDrilling,11,MoveForwardWhileDrilling,✅
CID25_SID08_VID03.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID17_SID03_VID03.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID20_SID02_VID03.avi,19,PickUpDrill,19,PickUpDrill,✅
CID26_SID02_VID07.avi,25,UsingThePolisher,25,UsingThePolisher,✅
CID10_SID08_VID04.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID22_SID04_VID01.avi,21,PickUpTheObject,21,PickUpTheObject,✅
CID20_SID03_VID01.avi,19,PickUpDrill,19,PickUpDrill,✅
CID25_SID07_VID03.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID20_SID03_VID03.avi,19,PickUpDrill,19,PickUpDrill,✅
CID17_SID01_VID06.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID19_SID08_VID01.avi,18,NoCollaborativeWithPolisher,18,NoCollaborativeWithPolisher,✅
CID07_SID10_VID07.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID22_SID10_VID02.avi,21,PickUpTheObject,21,PickUpTheObject,✅
CID18_SID09_VID04.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID16_SID01_VID03.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID06_SID04_VID03.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID25_SID10_VID06.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID27_SID04_VID01.avi,26,Walking,26,Walking,✅
CID27_SID01_VID03.avi,26,Walking,26,Walking,✅
CID18_SID04_VID07.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID27_SID05_VID01.avi,26,Walking,26,Walking,✅
CID19_SID09_VID06.avi,18,NoCollaborativeWithPolisher,18,NoCollaborativeWithPolisher,✅
CID03_SID09_VID04.avi,2,MoveBackwardsWhilePolishing,2,MoveBackwardsWhilePolishing,✅
CID06_SID08_VID01.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID05_SID02_VID02.avi,4,MoveDiagonallyBackwardLeftWithPolisher,4,MoveDiagonallyBackwardLeftWithPolisher,✅
CID22_SID09_VID07.avi,21,PickUpTheObject,21,PickUpTheObject,✅
CID23_SID03_VID02.avi,22,PutDownDrill,22,PutDownDrill,✅
CID06_SID04_VID05.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID02_SID10_VID04.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID19_SID07_VID04.avi,18,NoCollaborativeWithPolisher,18,NoCollaborativeWithPolisher,✅
CID08_SID02_VID03.avi,7,MoveDiagonallyForwardLeftWithDrill,7,MoveDiagonallyForwardLeftWithDrill,✅
CID25_SID02_VID03.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID15_SID02_VID06.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID06_SID01_VID01.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID21_SID04_VID07.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID18_SID03_VID06.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID20_SID09_VID02.avi,19,PickUpDrill,19,PickUpDrill,✅
CID05_SID08_VID05.avi,4,MoveDiagonallyBackwardLeftWithPolisher,4,MoveDiagonallyBackwardLeftWithPolisher,✅
CID01_SID08_VID03.avi,0,DeliverObject,0,DeliverObject,✅
CID15_SID01_VID03.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID15_SID04_VID05.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID09_SID01_VID02.avi,8,MoveDiagonallyForwardLeftWithPolisher,8,MoveDiagonallyForwardLeftWithPolisher,✅
CID18_SID06_VID06.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID01_SID01_VID07.avi,0,DeliverObject,0,DeliverObject,✅
CID17_SID02_VID03.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID28_SID01_VID04.avi,27,WalkingWithObject,27,WalkingWithObject,✅
CID27_SID08_VID05.avi,26,Walking,26,Walking,✅
CID07_SID03_VID03.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID17_SID06_VID06.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID22_SID03_VID07.avi,21,PickUpTheObject,21,PickUpTheObject,✅
CID15_SID04_VID01.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID22_SID03_VID06.avi,21,PickUpTheObject,21,PickUpTheObject,✅
CID24_SID06_VID06.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID25_SID09_VID01.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID12_SID08_VID01.avi,11,MoveForwardWhileDrilling,11,MoveForwardWhileDrilling,✅
CID18_SID10_VID05.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID04_SID10_VID07.avi,3,MoveDiagonallyBackwardLeftWithDrill,3,MoveDiagonallyBackwardLeftWithDrill,✅
CID01_SID10_VID07.avi,0,DeliverObject,0,DeliverObject,✅
CID08_SID10_VID06.avi,7,MoveDiagonallyForwardLeftWithDrill,7,MoveDiagonallyForwardLeftWithDrill,✅
CID04_SID03_VID01.avi,3,MoveDiagonallyBackwardLeftWithDrill,3,MoveDiagonallyBackwardLeftWithDrill,✅
CID27_SID06_VID05.avi,26,Walking,26,Walking,✅
CID07_SID07_VID05.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID06_SID08_VID06.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID15_SID10_VID07.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID17_SID05_VID07.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID10_SID02_VID04.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID15_SID02_VID02.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID19_SID07_VID07.avi,18,NoCollaborativeWithPolisher,18,NoCollaborativeWithPolisher,✅
CID27_SID09_VID03.avi,26,Walking,26,Walking,✅
CID04_SID06_VID02.avi,3,MoveDiagonallyBackwardLeftWithDrill,3,MoveDiagonallyBackwardLeftWithDrill,✅
CID16_SID10_VID01.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID17_SID03_VID02.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID16_SID04_VID04.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID01_SID09_VID05.avi,0,DeliverObject,0,DeliverObject,✅
CID18_SID04_VID06.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID11_SID05_VID06.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID10_SID03_VID01.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID11_SID06_VID05.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID01_SID08_VID02.avi,0,DeliverObject,0,DeliverObject,✅
CID08_SID07_VID02.avi,7,MoveDiagonallyForwardLeftWithDrill,7,MoveDiagonallyForwardLeftWithDrill,✅
CID20_SID02_VID01.avi,19,PickUpDrill,19,PickUpDrill,✅
CID16_SID08_VID06.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID08_SID03_VID07.avi,7,MoveDiagonallyForwardLeftWithDrill,7,MoveDiagonallyForwardLeftWithDrill,✅
CID11_SID04_VID02.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID24_SID10_VID01.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID05_SID06_VID01.avi,4,MoveDiagonallyBackwardLeftWithPolisher,4,MoveDiagonallyBackwardLeftWithPolisher,✅
CID16_SID01_VID01.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID27_SID03_VID03.avi,26,Walking,26,Walking,✅
CID25_SID04_VID02.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID09_SID01_VID07.avi,8,MoveDiagonallyForwardLeftWithPolisher,8,MoveDiagonallyForwardLeftWithPolisher,✅
CID18_SID06_VID02.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID21_SID10_VID06.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID11_SID09_VID06.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID17_SID02_VID01.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID20_SID05_VID07.avi,19,PickUpDrill,19,PickUpDrill,✅
CID01_SID06_VID06.avi,0,DeliverObject,0,DeliverObject,✅
CID05_SID07_VID01.avi,4,MoveDiagonallyBackwardLeftWithPolisher,4,MoveDiagonallyBackwardLeftWithPolisher,✅
CID09_SID01_VID01.avi,8,MoveDiagonallyForwardLeftWithPolisher,8,MoveDiagonallyForwardLeftWithPolisher,✅
CID07_SID08_VID02.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID13_SID02_VID04.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID10_SID03_VID04.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID06_SID06_VID02.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID25_SID05_VID04.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID02_SID01_VID05.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID03_SID03_VID03.avi,2,MoveBackwardsWhilePolishing,2,MoveBackwardsWhilePolishing,✅
CID07_SID06_VID01.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID26_SID06_VID01.avi,25,UsingThePolisher,25,UsingThePolisher,✅
CID07_SID06_VID03.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID12_SID10_VID05.avi,11,MoveForwardWhileDrilling,11,MoveForwardWhileDrilling,✅
CID04_SID05_VID05.avi,3,MoveDiagonallyBackwardLeftWithDrill,3,MoveDiagonallyBackwardLeftWithDrill,✅
CID17_SID10_VID03.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID08_SID08_VID03.avi,7,MoveDiagonallyForwardLeftWithDrill,7,MoveDiagonallyForwardLeftWithDrill,✅
CID13_SID08_VID02.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID20_SID01_VID03.avi,19,PickUpDrill,19,PickUpDrill,✅
CID06_SID06_VID01.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID04_SID05_VID06.avi,3,MoveDiagonallyBackwardLeftWithDrill,3,MoveDiagonallyBackwardLeftWithDrill,✅
CID13_SID03_VID02.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID21_SID06_VID01.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID15_SID05_VID05.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID06_SID07_VID06.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID10_SID04_VID05.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID27_SID08_VID04.avi,26,Walking,26,Walking,✅
CID07_SID02_VID05.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID15_SID08_VID04.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID16_SID10_VID05.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID19_SID09_VID05.avi,18,NoCollaborativeWithPolisher,18,NoCollaborativeWithPolisher,✅
CID21_SID05_VID07.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID01_SID06_VID03.avi,0,DeliverObject,0,DeliverObject,✅
CID15_SID10_VID05.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID20_SID02_VID06.avi,19,PickUpDrill,19,PickUpDrill,✅
CID27_SID05_VID03.avi,26,Walking,26,Walking,✅
CID24_SID06_VID05.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID24_SID02_VID07.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID03_SID02_VID06.avi,2,MoveBackwardsWhilePolishing,2,MoveBackwardsWhilePolishing,✅
CID21_SID08_VID06.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID05_SID09_VID02.avi,4,MoveDiagonallyBackwardLeftWithPolisher,4,MoveDiagonallyBackwardLeftWithPolisher,✅
CID04_SID01_VID05.avi,3,MoveDiagonallyBackwardLeftWithDrill,3,MoveDiagonallyBackwardLeftWithDrill,✅
CID08_SID07_VID04.avi,7,MoveDiagonallyForwardLeftWithDrill,7,MoveDiagonallyForwardLeftWithDrill,✅
CID24_SID10_VID05.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID22_SID07_VID05.avi,21,PickUpTheObject,21,PickUpTheObject,✅
CID16_SID04_VID05.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID13_SID06_VID01.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID20_SID07_VID07.avi,19,PickUpDrill,19,PickUpDrill,✅
CID24_SID09_VID03.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID07_SID09_VID01.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID23_SID02_VID02.avi,22,PutDownDrill,22,PutDownDrill,✅
CID03_SID05_VID05.avi,2,MoveBackwardsWhilePolishing,2,MoveBackwardsWhilePolishing,✅
CID26_SID08_VID06.avi,25,UsingThePolisher,25,UsingThePolisher,✅
CID05_SID04_VID03.avi,4,MoveDiagonallyBackwardLeftWithPolisher,4,MoveDiagonallyBackwardLeftWithPolisher,✅
CID18_SID03_VID03.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID02_SID03_VID02.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID23_SID08_VID06.avi,22,PutDownDrill,22,PutDownDrill,✅
CID07_SID07_VID02.avi,6,MoveDiagonallyBackwardRightWithPolisher,6,MoveDiagonallyBackwardRightWithPolisher,✅
CID19_SID10_VID03.avi,18,NoCollaborativeWithPolisher,18,NoCollaborativeWithPolisher,✅
CID02_SID06_VID04.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID22_SID07_VID03.avi,21,PickUpTheObject,21,PickUpTheObject,✅
CID10_SID08_VID06.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID03_SID08_VID01.avi,2,MoveBackwardsWhilePolishing,2,MoveBackwardsWhilePolishing,✅
CID13_SID06_VID04.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID17_SID08_VID07.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID03_SID09_VID02.avi,2,MoveBackwardsWhilePolishing,2,MoveBackwardsWhilePolishing,✅
CID11_SID02_VID06.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID11_SID09_VID03.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID16_SID03_VID01.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID19_SID10_VID06.avi,18,NoCollaborativeWithPolisher,18,NoCollaborativeWithPolisher,✅
CID03_SID10_VID02.avi,2,MoveBackwardsWhilePolishing,2,MoveBackwardsWhilePolishing,✅
CID13_SID02_VID06.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID08_SID01_VID03.avi,7,MoveDiagonallyForwardLeftWithDrill,7,MoveDiagonallyForwardLeftWithDrill,✅
CID04_SID07_VID02.avi,3,MoveDiagonallyBackwardLeftWithDrill,3,MoveDiagonallyBackwardLeftWithDrill,✅
CID11_SID08_VID01.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID24_SID05_VID04.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID10_SID01_VID04.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID08_SID07_VID07.avi,7,MoveDiagonallyForwardLeftWithDrill,7,MoveDiagonallyForwardLeftWithDrill,✅
CID02_SID07_VID02.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID02_SID05_VID04.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID13_SID07_VID06.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID06_SID08_VID03.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID14_SID07_VID01.avi,13,MoveLeftWhileDrilling,13,MoveLeftWhileDrilling,✅
CID15_SID03_VID04.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID05_SID02_VID03.avi,4,MoveDiagonallyBackwardLeftWithPolisher,4,MoveDiagonallyBackwardLeftWithPolisher,✅
CID27_SID06_VID07.avi,26,Walking,26,Walking,✅
CID25_SID02_VID06.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID14_SID06_VID01.avi,13,MoveLeftWhileDrilling,13,MoveLeftWhileDrilling,✅
CID14_SID06_VID06.avi,13,MoveLeftWhileDrilling,13,MoveLeftWhileDrilling,✅
CID15_SID04_VID03.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID02_SID02_VID07.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID06_SID03_VID06.avi,5,MoveDiagonallyBackwardRightWithDrill,5,MoveDiagonallyBackwardRightWithDrill,✅
CID26_SID09_VID03.avi,25,UsingThePolisher,25,UsingThePolisher,✅
CID11_SID07_VID01.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID26_SID07_VID01.avi,25,UsingThePolisher,25,UsingThePolisher,✅
CID17_SID05_VID03.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID17_SID01_VID04.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID21_SID09_VID06.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID20_SID03_VID04.avi,19,PickUpDrill,19,PickUpDrill,✅
CID18_SID09_VID01.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID25_SID08_VID07.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID05_SID06_VID02.avi,4,MoveDiagonallyBackwardLeftWithPolisher,4,MoveDiagonallyBackwardLeftWithPolisher,✅
CID01_SID07_VID05.avi,0,DeliverObject,0,DeliverObject,✅
CID14_SID01_VID03.avi,13,MoveLeftWhileDrilling,13,MoveLeftWhileDrilling,✅
CID10_SID10_VID07.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID11_SID05_VID01.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID25_SID03_VID05.avi,24,UsingTheDrill,24,UsingTheDrill,✅
CID09_SID10_VID02.avi,8,MoveDiagonallyForwardLeftWithPolisher,8,MoveDiagonallyForwardLeftWithPolisher,✅
CID28_SID01_VID01.avi,27,WalkingWithObject,27,WalkingWithObject,✅
CID21_SID07_VID01.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID21_SID01_VID06.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID23_SID04_VID04.avi,22,PutDownDrill,22,PutDownDrill,✅
CID24_SID05_VID05.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID16_SID02_VID05.avi,15,MoveRightWhileDrilling,15,MoveRightWhileDrilling,✅
CID26_SID09_VID02.avi,25,UsingThePolisher,25,UsingThePolisher,✅
CID18_SID04_VID03.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID10_SID05_VID05.avi,9,MoveDiagonallyForwardRightWithDrill,9,MoveDiagonallyForwardRightWithDrill,✅
CID11_SID09_VID02.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID18_SID01_VID02.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID11_SID05_VID02.avi,10,MoveDiagonallyForwardRightWithPolisher,10,MoveDiagonallyForwardRightWithPolisher,✅
CID20_SID02_VID07.avi,19,PickUpDrill,19,PickUpDrill,✅
CID02_SID03_VID04.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID13_SID06_VID03.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID20_SID07_VID05.avi,19,PickUpDrill,19,PickUpDrill,✅
CID15_SID03_VID02.avi,14,MoveLeftWhilePolishing,14,MoveLeftWhilePolishing,✅
CID03_SID05_VID06.avi,2,MoveBackwardsWhilePolishing,2,MoveBackwardsWhilePolishing,✅
CID13_SID10_VID01.avi,12,MoveForwardWhilePolishing,12,MoveForwardWhilePolishing,✅
CID02_SID05_VID03.avi,1,MoveBackwardsWhileDrilling,1,MoveBackwardsWhileDrilling,✅
CID27_SID10_VID06.avi,26,Walking,26,Walking,✅
CID26_SID02_VID05.avi,25,UsingThePolisher,25,UsingThePolisher,✅
CID23_SID03_VID06.avi,22,PutDownDrill,22,PutDownDrill,✅
CID21_SID04_VID05.avi,20,PickUpPolisher,20,PickUpPolisher,✅
CID18_SID07_VID01.avi,17,NoCollaborativeWithDrilll,17,NoCollaborativeWithDrilll,✅
CID17_SID10_VID01.avi,16,MoveRightWhilePolishing,16,MoveRightWhilePolishing,✅
CID22_SID01_VID03.avi,21,PickUpTheObject,21,PickUpTheObject,✅
CID12_SID06_VID07.avi,11,MoveForwardWhileDrilling,11,MoveForwardWhileDrilling,✅
CID24_SID07_VID06.avi,23,PutDownPolisher,23,PutDownPolisher,✅
CID27_SID08_VID03.avi,26,Walking,26,Walking,✅
